0	7	2
0	29	2
0	34	2
0	62	2
0	78	2
0	88	1
0	93	1
0	96	2
0	114	2
1	15	2
1	20	2
1	49	2
1	77	2
1	84	2
1	107	2
1	117	2
2	52	2
2	57	2
2	58	1
2	66	1
2	122	1
3	42	2
3	58	2
4	17	1
4	23	2
4	85	1
4	95	1
4	100	1
4	107	1
4	113	1
4	115	2
5	6	1
5	19	2
5	51	2
5	73	2
5	75	1
5	79	2
5	94	1
5	120	2
6	6	2
6	31	1
6	64	1
6	76	1
6	89	2
6	104	1
7	39	1
7	46	1
7	60	2
7	69	1
7	72	2
7	104	2
8	62	1
8	65	1
8	84	1
8	102	1
8	115	2
9	56	1
9	96	2
10	42	1
10	52	1
10	71	2
10	84	2
10	99	2
10	107	2
10	108	2
11	14	2
11	18	1
11	28	1
11	41	1
11	51	1
11	78	1
11	114	2
11	124	2
12	50	2
12	76	1
12	114	1
12	115	1
12	117	1
13	72	2
13	90	1
13	91	1
13	93	1
13	122	1
14	3	2
14	22	1
14	78	2
14	99	2
15	18	2
15	42	1
15	53	2
15	76	1
15	78	2
15	98	2
16	28	1
16	39	2
16	52	2
16	84	2
16	92	2
17	19	2
17	32	2
17	33	2
17	83	1
18	37	1
18	78	1
18	110	1
18	123	2
18	124	2
19	27	2
19	44	2
19	45	1
19	63	2
19	74	2
19	86	2
19	112	2
20	31	1
20	54	2
20	82	2
21	13	1
21	25	2
21	26	1
21	62	1
21	93	2
22	26	2
22	114	1
22	116	1
23	14	1
23	20	2
23	24	2
23	32	2
23	68	1
23	73	2
23	96	2
23	119	2
24	12	1
24	25	1
24	34	2
24	41	1
24	53	2
24	66	1
24	67	1
24	101	1
24	108	2
25	5	1
25	31	1
25	53	1
25	58	1
25	60	2
25	91	1
25	110	2
26	53	1
26	61	1
26	72	2
26	106	1
26	121	1
27	15	1
27	25	1
27	54	2
27	58	1
27	66	2
27	78	1
27	118	2
28	1	1
28	40	1
28	65	2
28	67	1
28	73	2
28	86	2
28	102	2
28	114	2
28	127	2
29	6	2
29	34	1
29	35	2
29	36	2
29	42	2
29	43	2
29	46	2
29	65	2
29	101	1
29	123	2
29	124	1
30	5	1
30	39	2
30	55	2
30	97	1
30	120	2
31	1	1
31	13	1
31	16	1
31	20	1
31	57	1
31	79	2
32	7	1
32	18	2
32	56	2
32	98	1
32	102	1
32	110	2
32	114	1
32	115	2
33	17	2
33	34	1
33	58	1
33	73	1
33	79	1
33	106	1
33	124	1
34	21	1
34	33	2
34	35	1
34	59	2
34	68	1
34	70	1
34	87	1
34	97	2
35	9	1
35	39	2
35	58	1
35	73	1
35	115	2
36	0	1
36	12	1
36	25	2
36	39	2
36	49	1
36	78	2
37	25	1
37	46	1
37	63	2
37	85	2
38	5	1
38	19	2
38	63	1
39	19	2
39	22	1
39	65	1
39	96	2
39	103	2
39	106	1
39	117	1
39	120	2
40	37	1
40	53	1
40	84	2
40	91	1
40	114	1
40	116	2
41	27	2
41	64	1
41	69	1
41	88	2
41	109	1
42	62	1
43	12	1
43	19	1
43	21	2
43	27	2
43	51	2
43	66	2
43	76	2
43	80	2
43	88	1
43	99	1
43	112	2
43	120	2
44	8	1
44	30	2
44	43	2
44	48	2
44	59	1
44	78	1
44	95	1
44	98	2
44	118	2
45	1	2
45	2	2
45	7	1
45	41	2
45	51	1
46	75	2
46	90	2
46	102	1
47	7	2
47	62	2
47	80	1
47	105	1
47	115	1
48	13	2
48	47	1
48	67	2
48	89	2
48	92	2
49	0	2
49	26	1
49	30	2
49	37	1
49	70	2
49	73	1
49	86	1
50	57	1
50	66	2
50	73	1
50	90	1
50	96	2
50	111	2
50	119	2
50	124	2
51	20	2
51	25	1
51	75	2
51	81	1
51	90	1
52	1	2
52	13	2
52	26	1
52	31	2
52	44	1
52	64	1
52	88	2
52	95	1
52	97	1
52	103	1
52	122	2
52	124	1
53	9	1
53	74	1
53	79	1
53	106	1
53	109	1
54	8	1
54	29	2
54	40	1
54	43	1
54	51	2
54	59	2
54	64	1
54	87	1
55	3	2
55	18	2
55	69	1
55	72	2
55	93	1
55	121	2
56	27	1
56	57	1
56	59	1
56	95	1
56	117	2
56	125	2
57	3	2
57	30	1
57	66	2
57	87	2
57	97	1
57	105	2
57	126	2
58	9	1
58	41	2
58	53	1
58	67	2
58	80	2
59	12	2
59	18	2
59	27	1
59	38	1
59	58	2
59	105	1
60	17	1
60	20	2
60	102	2
60	110	2
61	5	1
61	18	1
61	20	1
61	66	2
61	67	2
61	120	2
62	27	1
62	29	2
62	34	2
62	70	2
62	73	1
62	76	1
62	96	1
62	105	2
62	119	1
63	21	1
63	28	1
63	37	1
63	68	1
63	69	2
63	74	1
63	88	1
63	96	2
63	126	1
64	112	1
64	122	1
65	33	1
65	87	1
65	123	1
66	18	2
66	44	1
66	45	1
66	89	1
66	118	2
67	33	1
67	37	2
67	38	2
67	53	1
67	59	1
67	73	2
67	112	1
68	44	1
68	58	2
68	80	2
68	82	1
69	33	1
69	40	2
69	120	2
69	125	1
70	15	1
70	24	2
70	53	1
70	78	1
70	96	1
70	97	2
71	1	1
71	33	1
71	40	2
71	41	1
71	85	2
71	113	1
71	120	1
72	11	1
72	20	2
72	51	1
72	56	2
72	111	2
72	122	1
73	22	2
73	48	2
73	49	1
73	64	2
73	77	2
73	105	2
73	111	2
73	119	1
73	123	2
74	20	2
74	22	2
74	23	2
74	27	1
74	63	2
74	66	1
74	119	1
74	121	2
75	1	1
75	4	2
75	17	2
75	58	2
75	62	2
76	0	1
76	7	1
76	29	2
76	35	2
76	39	1
76	43	1
76	51	2
76	55	2
76	71	1
76	85	2
76	106	2
77	8	2
77	31	1
77	65	2
77	72	2
77	99	2
77	118	1
78	1	1
78	26	2
78	31	1
78	35	1
78	52	1
78	60	2
78	61	2
78	80	1
78	94	1
78	123	2
79	23	2
79	26	2
79	28	1
79	39	1
79	46	1
79	55	2
79	63	2
79	64	1
79	90	2
79	110	2
80	61	2
80	65	2
80	73	1
80	96	2
80	104	2
81	12	2
81	14	1
81	19	2
81	21	1
81	25	1
81	39	2
81	56	2
81	86	2
81	92	2
81	93	2
81	103	2
82	7	2
82	22	2
82	44	1
82	55	1
82	60	2
82	83	1
83	66	1
83	114	1
83	119	1
84	10	2
84	13	1
84	45	2
84	46	1
84	61	2
84	67	1
84	98	1
84	111	1
84	113	2
84	116	1
85	21	2
85	34	2
85	65	2
85	73	1
85	78	1
85	102	2
85	123	2
86	4	1
86	34	2
86	43	1
86	51	2
86	72	1
86	75	2
86	82	2
86	84	1
86	113	2
86	116	2
87	2	2
87	4	1
87	19	1
87	23	2
87	81	1
88	10	2
88	21	1
88	31	1
88	49	1
88	82	2
88	122	2
88	123	2
89	0	1
89	9	2
89	10	1
89	62	1
90	4	2
90	13	1
90	36	1
90	47	2
90	77	2
90	94	2
90	119	2
90	126	1
91	5	1
91	61	1
91	63	1
91	118	1
92	5	2
92	8	1
92	51	1
92	63	2
92	118	1
92	126	2
93	27	1
93	31	2
93	38	1
93	39	1
93	64	1
94	28	2
94	126	2
95	29	2
95	39	2
95	60	1
95	66	2
95	111	2
95	116	1
96	8	1
96	14	1
96	24	1
96	44	1
96	47	1
96	62	1
96	63	2
97	31	2
97	81	2
98	5	2
98	21	2
98	45	2
98	59	2
98	62	1
98	63	2
98	71	1
98	72	1
98	76	1
98	93	1
99	6	1
99	14	1
99	19	2
99	50	2
99	65	1
99	104	2
99	117	2
99	121	1
100	1	1
100	5	2
100	16	2
100	38	1
100	70	2
100	116	1
100	126	1
101	11	1
101	46	2
101	58	1
101	59	2
101	84	1
101	93	2
101	94	1
101	97	1
101	103	1
101	109	2
101	116	1
102	33	1
102	41	1
102	54	1
102	67	1
102	71	1
102	72	1
102	73	1
102	77	2
102	94	1
102	95	2
102	114	2
103	10	2
103	17	1
103	30	1
103	31	1
103	46	1
103	68	1
103	83	1
103	118	1
103	127	2
104	28	2
104	43	1
104	54	1
104	61	1
104	67	2
104	80	1
104	98	2
104	106	1
104	112	2
105	30	2
105	66	1
105	93	1
106	9	2
106	24	2
106	33	1
106	35	2
106	46	2
106	65	2
106	96	1
106	127	1
107	1	1
107	16	2
107	22	2
107	94	2
107	95	1
107	103	2
107	113	1
107	114	2
107	127	2
108	4	1
108	36	1
108	54	1
108	74	1
108	96	2
108	103	2
109	0	2
109	5	1
109	12	1
109	29	1
109	35	1
109	75	1
109	113	2
109	126	2
109	127	2
110	2	2
110	39	2
111	24	1
111	60	1
111	77	1
111	84	1
111	126	1
112	9	2
112	11	2
112	16	2
112	39	1
112	42	1
112	72	2
112	77	1
112	99	2
112	101	2
112	106	2
113	8	2
113	11	2
113	23	2
113	24	1
113	43	1
113	74	1
113	102	2
113	108	1
114	50	1
114	74	2
114	88	2
114	106	1
115	11	1
115	89	1
115	105	2
115	127	1
116	2	2
116	17	1
116	18	2
116	122	1
117	19	1
117	30	1
117	32	1
117	56	1
117	70	2
117	82	1
117	87	1
117	126	2
118	6	1
118	26	1
118	56	2
118	68	1
118	105	1
118	111	2
119	87	2
119	91	1
120	23	1
120	39	2
120	43	1
120	73	2
120	112	2
121	3	1
121	12	2
121	19	1
121	66	1
121	72	2
121	76	2
121	100	1
121	109	1
121	126	1
122	1	1
122	58	1
122	60	1
122	117	1
122	127	1
123	15	1
123	47	2
123	102	2
123	105	2
124	4	2
124	8	1
124	12	2
124	30	1
124	56	1
124	91	1
124	109	2
124	119	1
125	57	2
125	72	2
125	106	1
125	114	2
125	117	2
126	9	1
126	14	1
126	61	1
126	65	2
126	69	1
126	75	1
126	111	2
126	123	2
126	125	1
127	34	2
127	45	1
127	70	1
127	91	2
