0	1	2
0	19	1
0	22	2
0	55	2
0	68	1
0	71	2
0	88	2
0	98	2
0	114	2
1	8	2
1	18	2
1	19	2
1	21	2
1	24	2
1	27	2
1	73	2
2	35	1
2	58	1
2	77	2
2	113	1
2	119	2
3	62	2
3	65	2
4	7	1
4	40	1
4	77	1
4	79	2
4	81	2
4	92	1
4	114	1
4	126	1
5	7	2
5	18	2
5	28	2
5	58	1
5	66	2
5	96	2
5	110	1
5	117	1
6	3	2
6	67	1
6	73	1
6	91	1
6	116	2
6	117	1
7	12	2
7	21	1
7	27	2
7	54	2
7	90	1
7	115	1
8	65	2
8	95	1
8	96	1
8	110	1
8	123	1
9	45	1
9	108	2
10	20	2
10	51	2
10	64	2
10	70	2
10	75	1
10	97	1
10	102	2
11	9	1
11	19	2
11	41	1
11	42	1
11	51	2
11	79	1
11	90	1
11	105	2
12	24	2
12	70	1
12	94	1
12	99	1
12	127	1
13	12	1
13	76	1
13	101	1
13	120	1
13	126	2
14	49	2
14	56	1
14	84	2
14	114	2
15	4	1
15	46	2
15	66	2
15	112	2
15	115	1
15	120	2
16	6	2
16	44	2
16	49	2
16	111	2
16	114	1
17	34	1
17	78	2
17	96	2
17	122	2
18	6	1
18	19	2
18	73	1
18	87	2
18	104	1
19	9	2
19	11	1
19	14	2
19	66	2
19	91	2
19	116	2
19	119	2
20	31	2
20	39	1
20	62	2
21	20	1
21	31	2
21	63	2
21	95	1
21	109	1
22	7	2
22	76	1
22	114	1
23	13	2
23	25	2
23	41	2
23	77	2
23	84	2
23	88	2
23	93	1
23	99	1
24	16	2
24	39	1
24	44	1
24	61	1
24	63	1
24	64	2
24	72	1
24	82	2
24	111	1
25	5	1
25	12	1
25	58	1
25	67	2
25	71	1
25	72	2
25	91	1
26	0	2
26	1	1
26	39	1
26	61	1
26	98	1
27	37	1
27	43	2
27	67	1
27	73	1
27	82	2
27	90	1
27	113	2
28	16	1
28	30	1
28	60	2
28	61	2
28	62	2
28	63	2
28	89	1
28	96	2
28	117	2
29	1	2
29	11	2
29	26	2
29	29	2
29	61	2
29	69	2
29	73	1
29	82	1
29	103	2
29	104	1
29	121	2
30	0	2
30	11	2
30	25	1
30	45	1
30	51	2
31	18	1
31	26	1
31	54	1
31	63	1
31	67	2
31	70	1
32	27	2
32	29	2
32	66	2
32	68	2
32	78	1
32	117	1
32	124	1
32	125	1
33	4	1
33	12	1
33	23	2
33	39	1
33	91	1
33	98	1
33	107	1
34	0	2
34	1	1
34	19	2
34	28	1
34	30	1
34	33	1
34	38	1
34	96	2
35	32	1
35	65	2
35	84	1
35	117	1
35	123	2
36	1	1
36	18	2
36	34	1
36	42	1
36	94	2
36	98	2
37	24	1
37	105	1
37	120	2
37	127	2
38	33	1
38	39	2
38	117	1
39	1	1
39	21	2
39	35	2
39	69	1
39	70	1
39	79	1
39	95	2
39	104	2
40	37	2
40	72	1
40	76	1
40	91	2
40	112	1
40	120	1
41	2	1
41	12	2
41	18	1
41	25	2
41	97	1
42	93	1
43	12	1
43	14	1
43	17	1
43	46	2
43	52	2
43	61	2
43	72	2
43	73	1
43	76	2
43	107	2
43	112	2
43	114	2
44	5	2
44	8	2
44	17	1
44	31	2
44	90	1
44	104	2
44	119	2
44	121	1
44	123	1
45	56	2
45	103	2
45	109	2
45	113	1
45	115	1
46	31	2
46	34	2
46	67	1
47	5	1
47	6	1
47	34	1
47	77	2
47	127	2
48	50	1
48	62	2
48	66	2
48	84	2
48	126	2
49	5	1
49	42	2
49	47	1
49	69	2
49	74	1
49	93	2
49	121	1
50	31	2
50	38	2
50	60	2
50	72	1
50	96	2
50	105	1
50	112	1
50	119	2
51	7	1
51	19	1
51	51	2
51	74	2
51	89	1
52	11	2
52	13	1
52	18	2
52	31	2
52	33	1
52	48	2
52	53	2
52	61	1
52	65	1
52	76	1
52	99	1
52	105	1
53	12	1
53	23	1
53	57	1
53	114	1
53	120	1
54	8	2
54	36	1
54	82	1
54	95	2
54	103	1
54	106	1
54	124	2
54	126	1
55	4	2
55	26	1
55	37	2
55	94	2
55	100	2
55	122	1
56	35	2
56	40	1
56	74	1
56	85	2
56	115	1
56	123	1
57	28	2
57	47	2
57	78	2
57	97	2
57	114	1
57	118	1
57	126	2
58	6	1
58	20	2
58	100	1
58	109	2
58	126	2
59	8	1
59	33	1
59	57	2
59	108	1
59	118	2
59	123	2
60	9	2
60	22	2
60	44	1
60	53	2
61	60	1
61	63	1
61	73	2
61	101	2
61	114	1
61	118	2
62	34	2
62	44	1
62	64	1
62	84	1
62	86	1
62	89	2
62	96	1
62	99	2
62	102	2
63	20	2
63	28	1
63	47	1
63	54	1
63	57	1
63	78	2
63	81	1
63	83	1
63	107	1
64	54	1
64	85	1
65	52	1
65	66	1
65	127	1
66	11	1
66	34	1
66	35	1
66	57	2
66	122	2
67	15	2
67	58	1
67	59	1
67	65	1
67	67	1
67	84	2
67	93	2
68	56	1
68	71	2
68	96	1
68	102	2
69	9	2
69	40	1
69	53	1
69	122	2
70	5	2
70	20	1
70	78	1
70	80	2
70	114	1
70	127	1
71	13	1
71	23	2
71	26	1
71	55	1
71	64	1
71	72	2
71	127	1
72	1	1
72	13	1
72	53	2
72	54	1
72	102	2
72	110	2
73	14	2
73	26	2
73	27	1
73	44	2
73	60	2
73	63	2
73	80	1
73	83	2
73	125	2
74	15	2
74	21	2
74	39	1
74	60	1
74	63	2
74	71	1
74	76	2
74	124	2
75	4	2
75	43	2
75	65	2
75	74	1
75	114	2
76	24	2
76	27	2
76	31	1
76	33	2
76	39	2
76	53	1
76	63	1
76	72	1
76	77	1
76	86	2
76	123	2
77	4	1
77	43	1
77	49	2
77	59	2
77	80	2
77	94	2
78	17	1
78	25	2
78	28	1
78	36	1
78	39	1
78	101	1
78	105	2
78	106	1
78	109	2
78	124	2
79	22	2
79	25	2
79	27	2
79	65	1
79	80	1
79	106	1
79	111	2
79	116	2
79	118	2
79	119	1
80	10	1
80	39	2
80	86	2
80	118	2
80	120	2
81	31	2
81	52	2
81	56	2
81	62	1
81	65	2
81	66	2
81	77	2
81	88	2
81	113	1
81	116	1
81	119	2
82	19	2
82	31	1
82	58	1
82	79	1
82	88	2
82	118	2
83	21	1
83	44	1
83	99	1
84	16	2
84	30	2
84	57	2
84	59	1
84	64	1
84	66	1
84	70	1
84	74	1
84	87	1
84	93	2
85	58	2
85	59	1
85	73	2
85	75	2
85	85	2
85	109	1
85	123	2
86	9	1
86	10	2
86	48	2
86	62	2
86	75	2
86	96	2
86	103	1
86	106	1
86	108	2
86	126	1
87	30	1
87	34	1
87	84	2
87	92	1
87	123	2
88	1	1
88	31	1
88	39	1
88	80	2
88	83	2
88	93	2
88	125	2
89	3	1
89	39	2
89	76	1
89	102	1
90	18	2
90	29	1
90	46	1
90	59	1
90	78	2
90	82	2
90	95	2
90	106	2
91	46	1
91	64	1
91	73	1
91	119	1
92	51	1
92	62	1
92	66	2
92	87	2
92	88	2
92	122	1
93	47	1
93	78	1
93	102	1
93	115	2
93	126	1
94	27	2
94	118	2
95	8	1
95	9	1
95	24	2
95	60	2
95	85	2
95	126	2
96	9	1
96	42	1
96	59	1
96	60	1
96	66	1
96	93	1
96	112	2
97	46	2
97	62	2
98	10	1
98	36	2
98	38	2
98	41	1
98	43	1
98	51	2
98	78	1
98	102	2
98	103	1
98	106	2
99	7	2
99	20	1
99	22	1
99	33	2
99	58	2
99	111	1
99	115	2
99	119	1
100	32	2
100	45	1
100	51	1
100	53	2
100	70	2
100	75	1
100	94	1
101	12	1
101	35	2
101	43	1
101	45	1
101	46	2
101	58	1
101	72	2
101	102	1
101	105	1
101	112	2
101	113	1
102	19	2
102	22	1
102	23	1
102	34	2
102	55	1
102	56	2
102	65	1
102	97	1
102	122	1
102	124	1
102	126	1
103	1	1
103	14	1
103	39	1
103	41	1
103	56	1
103	62	2
103	68	1
103	75	2
103	106	1
104	5	1
104	23	2
104	25	1
104	58	1
104	64	1
104	72	2
104	78	2
104	111	1
104	116	2
105	53	2
105	87	1
105	97	1
106	5	2
106	8	2
106	38	2
106	41	2
106	58	1
106	65	1
106	72	1
106	117	2
107	2	1
107	13	2
107	14	2
107	17	1
107	26	2
107	35	1
107	52	2
107	68	2
107	87	2
108	17	1
108	73	1
108	80	1
108	89	1
108	106	2
108	111	2
109	2	1
109	20	1
