0	1	2
0	10	1
0	19	2
0	51	2
0	56	2
0	57	1
0	62	2
0	65	2
0	79	2
1	6	1
1	21	2
1	25	1
1	30	2
1	42	2
1	58	2
1	111	2
2	5	1
2	22	1
2	27	2
2	42	1
2	75	2
2	112	2
3	10	1
4	5	2
4	20	2
4	42	1
4	70	2
4	77	2
4	107	1
5	4	2
5	6	2
5	19	2
5	26	1
5	125	1
6	7	1
6	8	2
6	39	1
6	59	1
6	70	2
6	82	1
7	11	2
7	29	2
7	34	2
7	60	2
7	63	1
7	65	1
7	66	1
7	78	2
7	104	2
8	7	2
8	50	1
8	53	2
8	91	2
9	14	2
9	15	2
9	24	1
9	30	2
9	31	2
9	32	2
9	41	2
9	53	1
9	61	1
9	81	2
9	85	1
9	117	1
10	0	2
10	20	2
10	32	1
10	41	1
10	108	1
11	19	1
11	50	2
11	63	2
11	113	1
12	7	2
12	37	2
12	49	1
12	50	1
12	59	1
12	60	1
12	66	2
12	115	1
13	3	2
13	8	1
13	54	1
13	61	2
13	78	1
13	79	2
13	116	2
13	126	2
14	4	2
14	35	2
14	49	2
14	55	1
14	56	2
14	76	1
14	107	2
14	112	1
14	122	1
15	17	2
15	52	2
15	62	1
15	104	2
16	27	2
16	49	2
16	54	1
17	14	2
17	18	2
17	21	2
17	32	2
17	56	2
17	61	1
17	70	1
17	82	2
17	112	2
18	93	2
18	111	1
18	112	1
18	121	2
18	123	1
18	125	2
18	126	1
19	26	2
19	86	1
20	10	2
20	27	2
20	77	1
20	89	1
20	104	2
20	118	1
20	123	1
21	1	2
21	15	1
21	41	1
21	56	1
21	75	2
21	94	1
21	127	2
22	14	2
22	33	1
22	36	1
22	37	1
22	61	1
22	80	2
22	110	2
22	116	2
22	121	2
23	17	2
23	74	2
24	17	1
24	19	2
24	31	2
24	97	1
24	102	1
25	33	2
25	63	1
25	64	2
25	89	1
25	97	2
25	105	2
25	117	2
26	1	2
26	3	1
26	9	1
26	15	2
26	23	2
26	30	2
26	50	1
26	53	1
26	92	1
26	123	1
27	5	2
27	65	1
27	81	1
27	101	2
27	108	1
27	115	1
27	124	2
28	14	2
28	41	1
28	106	2
28	118	1
29	13	2
29	46	2
29	55	2
29	69	2
29	83	2
29	91	1
29	100	2
29	108	1
29	112	1
30	22	2
30	54	1
30	58	1
30	66	1
31	36	2
31	41	1
31	71	2
31	105	1
31	116	2
31	123	2
32	6	2
32	31	2
32	36	1
32	70	1
32	82	2
32	122	1
33	29	2
33	31	2
33	37	1
33	40	2
33	45	2
33	75	2
33	82	1
33	90	2
33	93	1
33	120	1
34	23	2
34	30	2
34	48	1
34	55	2
34	65	2
34	77	1
34	91	1
34	101	1
34	110	2
35	14	2
35	19	2
35	31	2
35	65	2
35	92	1
36	12	1
36	13	2
36	33	1
36	38	1
36	77	1
36	94	2
36	104	1
36	124	2
37	11	2
37	39	2
37	49	2
37	66	1
37	92	1
38	9	1
38	21	2
38	38	1
38	55	2
38	63	1
38	91	1
38	93	2
39	10	1
39	12	2
39	13	2
39	22	1
39	36	1
39	52	2
39	81	1
39	102	1
39	108	2
40	9	1
40	12	2
40	23	1
40	43	1
40	51	2
40	68	2
40	85	1
40	103	2
40	109	2
40	119	1
40	127	2
41	19	1
41	62	1
41	70	2
41	90	2
41	113	2
42	9	2
42	14	1
42	107	1
43	29	2
43	39	1
43	65	1
43	85	2
43	88	2
43	89	2
43	108	2
43	120	2
43	124	2
43	127	2
44	33	1
44	38	1
44	69	1
44	94	1
44	97	1
45	8	2
45	26	1
45	54	2
45	55	1
45	73	2
45	112	1
45	113	2
46	10	2
46	35	1
46	55	2
46	57	1
46	104	2
46	113	2
46	126	1
47	38	2
47	43	2
47	69	2
47	70	2
47	101	2
47	108	1
48	0	2
48	2	1
48	19	1
48	54	1
48	75	1
48	80	2
48	95	2
48	102	2
48	109	1
48	127	1
49	8	2
49	33	2
49	34	1
49	40	1
49	77	2
49	81	1
49	84	1
49	110	1
50	36	1
50	77	1
50	84	1
50	100	2
50	102	1
50	112	1
51	15	2
51	25	2
51	35	2
51	82	1
52	10	1
52	21	2
52	22	2
52	93	2
52	94	1
52	115	1
52	126	2
53	45	1
53	59	2
53	69	1
53	109	1
54	10	1
54	53	1
54	65	1
54	71	1
54	79	2
54	90	2
54	108	2
55	18	1
55	37	2
55	38	1
55	55	2
55	63	1
55	87	2
55	121	2
56	25	2
56	57	2
56	63	2
56	74	2
56	84	2
57	11	2
57	16	1
57	34	2
57	91	2
57	99	2
58	15	2
58	20	2
58	66	1
58	72	2
58	85	2
58	88	2
58	120	1
59	6	1
59	10	2
59	63	2
59	89	1
59	95	2
60	14	2
60	22	1
60	59	2
60	74	2
60	115	1
61	17	2
61	101	2
62	0	2
62	12	1
62	20	2
62	36	1
62	51	1
62	80	2
62	99	1
62	101	2
62	117	2
63	6	1
63	11	2
63	25	1
63	30	1
63	83	2
63	118	2
64	18	2
64	43	2
64	71	1
64	85	1
64	94	2
64	123	2
65	28	2
65	74	1
66	13	2
66	19	2
66	23	2
66	36	1
66	60	1
66	99	2
67	28	2
67	38	2
67	40	1
67	51	2
67	66	1
67	72	1
67	113	1
68	6	2
68	18	1
68	20	1
68	41	2
68	69	2
68	70	1
68	101	1
68	119	2
69	14	1
69	28	2
69	35	2
69	71	2
69	94	1
69	107	2
70	23	2
70	37	2
70	48	2
70	82	2
70	90	2
70	91	2
70	93	2
70	110	2
70	111	2
70	115	1
70	120	1
70	125	2
70	126	2
71	8	2
71	16	2
71	20	1
71	40	2
71	43	2
71	49	1
72	13	1
72	55	2
72	76	1
72	88	1
72	120	2
72	123	1
73	55	2
73	73	2
73	103	2
73	112	2
74	19	1
74	21	2
74	51	2
74	62	1
74	67	1
74	109	2
74	122	2
75	9	2
75	25	2
75	45	1
75	48	2
75	59	2
75	81	1
75	92	1
75	96	2
76	6	1
76	23	1
76	27	2
76	49	2
76	62	2
76	107	1
77	6	2
77	11	1
77	13	2
77	30	2
77	63	2
77	68	1
77	71	1
77	73	1
77	83	1
78	14	2
78	19	1
78	28	1
78	53	1
78	58	1
78	77	1
78	97	2
78	106	2
78	117	1
78	118	1
78	123	2
79	10	2
79	44	2
79	68	2
79	72	2
79	119	2
80	1	1
80	20	1
80	50	2
80	66	2
80	96	1
80	109	2
80	110	1
80	112	1
80	117	1
81	16	2
81	28	2
81	44	2
81	78	1
81	87	2
81	100	1
81	121	2
82	93	1
82	103	2
83	40	1
83	44	2
83	61	1
83	74	1
83	83	1
83	85	1
84	12	2
84	25	1
84	26	2
84	27	2
84	29	2
84	32	1
84	91	1
84	122	1
85	14	1
85	28	2
85	49	2
85	88	1
86	14	2
86	45	1
86	55	2
86	63	2
86	64	2
86	65	1
86	88	2
86	112	1
87	6	1
87	14	2
87	40	2
87	53	2
87	60	1
87	120	2
88	19	2
89	8	1
89	44	2
90	4	2
90	24	1
90	29	1
90	42	2
90	71	2
90	75	1
90	120	2
90	122	1
91	19	1
91	88	2
91	110	1
91	116	1
92	14	1
92	41	1
92	48	1
92	115	2
92	126	2
93	6	2
93	76	2
93	80	1
93	92	1
94	24	1
94	50	1
94	52	2
94	56	2
95	9	2
95	11	2
95	43	1
95	66	2
95	84	2
95	87	2
95	105	2
95	127	2
96	19	2
96	26	2
96	30	1
96	86	2
96	93	2
97	0	2
97	78	2
97	98	1
97	105	1
97	120	2
97	127	2
98	5	2
98	12	1
98	17	1
98	39	2
98	59	1
98	125	2
99	19	1
99	89	1
99	103	1
99	122	1
99	127	2
100	22	1
100	48	2
100	59	2
100	60	1
100	67	2
100	68	2
100	78	1
100	79	1
100	85	1
100	117	1
101	40	1
101	61	1
101	109	2
102	41	2
102	70	1
102	74	1
102	87	1
102	108	2
102	109	2
102	117	1
102	125	2
103	7	2
103	38	1
103	56	1
103	60	1
103	85	2
103	107	1
103	113	1
103	123	2
104	42	2
104	51	1
104	53	2
104	60	1
104	80	1
104	85	1
104	112	1
104	118	2
104	126	2
105	24	2
105	25	2
105	82	2
105	85	2
105	87	1
105	111	2
105	117	1
105	120	2
105	121	2
106	78	2
106	87	2
106	88	1
106	98	1
106	118	2
107	8	1
107	18	1
107	24	2
107	26	2
107	27	2
107	42	1
107	47	2
107	61	1
107	75	2
107	81	2
107	92	2
107	93	2
108	64	2
108	77	1
108	98	1
108	112	1
108	117	1
109	33	2
109	45	1
109	56	2
109	65	2
109	66	2
109	72	2
109	104	2
109	120	2
109	125	1
110	8	2
110	24	1
110	26	1
110	39	2
110	51	1
110	77	2
110	86	2
110	87	2
110	107	2
110	124	1
111	15	2
111	30	1
111	82	2
111	89	2
111	100	2
111	110	1
112	53	2
112	61	2
112	69	2
112	71	1
112	81	2
112	82	1
112	101	1
112	107	1
113	12	2
113	25	2
113	44	2
113	58	2
113	82	2
113	88	2
113	90	1
113	97	2
113	101	1
113	105	2
113	108	2
113	113	1
113	126	2
114	24	1
114	26	2
114	46	1
114	47	1
114	55	2
114	56	1
114	74	2
114	119	1
115	6	1
115	22	1
115	48	2
115	64	1
115	86	2
115	87	1
115	96	1
115	127	1
116	25	2
116	29	1
116	33	2
116	48	2
116	64	1
117	32	2
117	38	2
117	117	1
118	70	2
119	26	2
119	53	2
120	0	1
120	16	2
120	51	2
120	53	1
120	65	2
120	85	1
120	110	1
120	111	1
120	115	1
121	4	2
121	20	1
121	22	1
121	54	2
121	60	1
121	119	2
122	15	1
122	47	1
122	68	1
122	73	2
123	8	1
123	15	2
123	18	2
123	20	1
123	47	2
123	101	1
124	32	2
124	75	2
124	102	2
124	121	1
125	41	2
125	44	1
125	53	2
125	83	1
125	120	2
126	49	2
126	50	2
126	84	1
126	86	2
126	118	1
127	1	2
127	19	1
127	39	2
127	69	1
127	80	2
127	115	2
127	117	2
127	123	2
