0	24	1
0	26	2
0	30	2
0	56	1
0	76	2
0	114	2
0	117	2
0	124	1
0	125	2
0	133	2
1	62	2
1	68	2
1	85	2
1	97	2
1	133	2
1	134	2
2	5	1
2	50	2
2	70	1
2	91	2
2	108	1
2	113	1
3	37	2
3	69	2
3	77	2
3	87	1
3	114	1
3	119	2
4	0	1
4	1	1
4	6	1
4	19	1
4	43	2
4	44	2
4	45	2
4	61	1
4	78	1
4	98	1
4	114	1
5	5	2
5	67	1
5	91	2
5	106	2
5	114	1
5	126	1
6	24	1
6	29	1
6	39	2
6	40	1
6	48	1
6	64	1
7	30	1
7	36	2
7	39	1
7	75	1
7	77	1
7	126	1
8	0	2
8	36	1
8	84	2
8	136	2
9	12	1
9	67	2
9	75	1
9	88	2
9	89	1
9	96	2
9	97	1
9	111	2
9	112	2
9	130	2
9	142	2
10	25	2
10	37	2
10	85	1
10	132	2
11	10	2
11	22	2
11	71	1
11	84	1
11	87	2
11	106	2
11	143	2
11	147	2
12	11	1
12	17	1
12	63	1
12	75	1
12	140	1
13	69	2
13	92	2
13	107	2
13	112	2
13	114	2
13	147	2
14	56	2
14	105	2
14	110	1
14	125	2
14	149	2
15	31	2
15	42	1
15	47	1
15	51	2
15	62	2
16	19	2
16	31	1
16	40	2
16	65	2
16	76	2
16	99	1
16	115	1
16	130	2
16	144	2
17	93	2
17	130	1
17	142	2
18	6	2
18	32	2
18	44	1
18	67	1
18	101	1
19	77	2
19	79	1
19	82	2
19	90	1
19	104	2
19	105	1
19	149	2
20	58	1
20	81	2
20	93	1
20	109	2
20	110	1
20	115	2
20	116	1
20	133	2
20	134	1
20	139	2
20	146	1
21	27	2
21	54	2
21	68	2
21	71	2
21	72	1
21	77	1
21	128	2
21	137	1
22	4	2
22	52	2
22	108	1
22	131	2
22	142	1
22	143	1
23	6	2
23	46	2
23	48	2
23	60	2
23	67	1
23	73	2
23	74	2
23	76	1
23	135	1
24	10	2
24	13	2
24	15	2
24	23	2
24	46	1
24	62	1
24	74	1
24	82	1
24	90	1
24	121	1
24	123	1
24	141	2
25	6	1
25	37	2
25	59	2
25	78	1
25	82	1
25	84	1
25	94	1
25	124	2
26	44	1
26	49	1
26	50	2
26	56	2
26	95	2
26	96	1
26	132	2
26	137	1
27	41	2
27	51	2
27	55	1
27	79	2
27	85	2
27	97	1
27	116	1
28	0	2
28	5	1
28	20	2
28	25	1
28	27	1
28	61	2
28	86	1
28	92	1
28	125	2
29	32	1
29	42	1
29	45	1
29	56	2
29	63	2
29	71	1
29	78	1
29	96	1
29	147	1
30	8	1
30	13	1
30	48	2
30	57	1
30	93	2
30	106	1
30	128	1
30	141	2
31	51	2
31	100	1
31	119	2
31	126	1
32	2	2
32	48	2
32	73	2
32	77	2
32	121	1
33	40	1
33	56	1
33	58	1
33	121	2
33	136	2
33	139	2
34	2	1
34	3	1
34	31	2
34	48	2
34	98	2
34	105	2
34	108	1
34	128	2
35	21	2
35	28	2
35	56	2
35	101	1
35	134	1
36	9	1
