0	0	1
0	3	1
0	34	1
0	46	2
0	55	2
0	74	1
0	78	2
0	79	2
0	92	2
0	95	2
0	106	1
0	121	1
0	122	1
0	126	2
1	37	1
1	49	1
1	53	1
1	56	1
1	79	1
1	85	2
1	102	2
1	138	2
1	147	2
1	149	2
2	17	2
2	123	2
2	125	1
2	126	2
2	129	1
2	137	2
3	18	1
3	29	1
3	42	2
3	58	1
3	81	2
3	90	1
3	119	1
4	13	2
4	16	2
4	35	2
4	59	1
4	83	1
4	112	1
4	127	1
4	128	2
4	138	1
4	141	2
5	29	1
5	51	2
5	53	2
5	124	2
6	40	1
6	50	1
6	116	2
7	3	1
7	29	1
7	34	1
7	41	1
7	43	2
7	45	1
7	52	2
7	96	2
7	109	2
7	133	2
7	138	2
8	41	2
8	51	2
8	66	1
8	79	2
8	108	1
9	6	2
9	9	2
9	22	1
9	31	2
9	60	2
9	70	2
9	114	2
10	2	1
10	6	1
10	19	1
10	24	1
10	55	2
10	76	2
10	86	1
10	90	2
10	114	2
10	136	2
10	141	1
11	9	2
11	22	1
11	46	1
11	50	1
11	55	1
11	67	1
11	81	1
11	97	1
11	116	1
11	117	1
11	134	1
12	14	2
12	57	2
12	59	1
12	63	1
12	65	2
12	68	1
12	70	2
12	91	1
12	110	2
12	128	2
13	68	1
13	105	1
13	118	1
13	134	2
14	1	1
14	12	2
14	13	1
14	44	1
14	91	2
14	106	1
14	138	1
15	8	2
15	21	2
15	66	2
15	92	1
15	95	1
15	97	2
15	108	1
16	39	1
16	47	2
16	68	1
16	73	2
16	85	1
16	96	1
16	101	1
16	106	2
16	112	1
16	117	1
16	146	2
17	9	2
17	11	1
17	13	2
17	17	1
17	19	1
17	28	1
17	46	2
17	61	2
17	85	2
17	97	1
17	103	2
17	104	2
17	105	2
17	117	2
17	130	2
18	0	1
18	26	2
18	68	1
18	70	1
18	80	2
18	123	2
18	142	2
19	2	1
19	21	1
19	37	2
19	55	2
19	92	1
19	111	1
19	129	2
19	134	2
19	137	2
19	144	2
20	33	1
20	36	1
20	41	1
20	83	2
20	88	1
20	100	1
20	116	2
20	126	2
20	137	1
21	30	1
21	34	2
21	58	1
21	66	2
21	121	2
21	123	2
21	144	2
21	148	2
22	2	2
22	43	2
22	93	1
22	103	2
22	114	2
22	136	2
23	31	1
23	65	2
23	69	2
23	109	2
23	112	2
23	131	2
23	134	1
23	137	2
23	144	2
24	3	1
24	108	1
24	127	2
24	136	2
24	140	2
25	21	1
25	46	1
25	49	1
25	63	1
25	86	1
25	97	1
25	123	1
25	134	1
26	8	1
26	29	2
26	82	1
26	95	2
