0	10	2
0	11	2
0	30	1
0	31	1
0	36	1
0	38	2
0	57	2
0	58	2
0	69	2
0	92	1
1	9	2
1	26	1
1	36	1
1	41	2
1	55	2
1	60	1
1	65	2
1	93	2
2	3	1
2	58	1
2	72	2
2	79	2
2	83	2
2	91	2
3	9	2
3	12	1
3	25	2
3	78	1
4	20	2
4	58	2
4	71	2
4	95	2
5	12	2
5	68	1
5	86	2
5	95	1
5	97	2
6	10	2
6	15	1
6	42	1
6	45	1
6	46	1
6	73	2
6	81	1
7	10	1
7	31	2
7	39	1
7	45	1
8	13	2
8	27	2
8	62	1
9	16	2
9	40	1
9	53	2
10	8	2
10	18	1
10	28	1
10	40	2
10	63	1
10	64	1
11	25	1
11	27	1
11	31	2
11	50	1
11	82	1
12	2	1
12	7	1
12	75	2
12	86	1
12	88	1
13	92	1
14	10	2
14	17	2
14	18	2
14	21	1
14	46	2
14	64	1
15	9	1
15	20	2
15	31	1
15	44	1
15	47	1
15	60	1
15	63	1
15	64	1
16	11	2
16	20	1
16	24	1
16	37	2
16	40	2
16	81	1
17	12	1
17	14	1
17	18	1
17	21	2
17	72	2
17	74	2
17	83	2
17	99	2
18	5	1
18	15	1
18	31	1
18	47	1
18	85	2
18	91	2
19	19	1
19	36	1
19	39	1
19	45	2
19	72	2
19	83	1
20	9	2
20	31	2
21	38	2
21	87	1
22	6	2
22	14	1
22	31	2
22	62	1
22	86	2
22	96	1
23	48	2
23	66	2
23	67	1
23	76	2
23	86	1
24	3	1
24	30	2
24	32	2
24	48	2
24	56	1
24	74	2
24	95	1
25	10	2
25	17	2
25	19	1
25	22	1
25	24	2
25	28	2
25	57	2
25	67	2
25	69	2
25	70	2
25	72	2
26	12	1
26	24	1
26	25	1
26	27	1
26	67	1
26	79	2
26	98	2
27	14	1
27	46	2
27	50	1
27	59	1
27	65	1
27	70	1
28	18	1
28	24	1
28	50	1
28	54	1
28	67	1
28	80	1
29	8	2
29	10	1
29	32	2
29	50	2
29	54	2
29	73	1
29	80	2
30	8	1
30	22	2
30	85	2
31	11	2
31	27	2
31	36	1
31	67	2
31	84	2
31	86	1
31	96	1
32	11	1
32	27	1
32	53	2
32	55	2
32	78	2
32	83	2
32	94	2
33	7	1
34	5	2
34	59	2
34	64	2
34	75	2
34	86	1
34	96	2
35	7	2
35	11	2
35	33	2
35	39	1
35	58	2
35	73	1
35	82	1
35	97	2
36	27	2
36	77	1
36	86	1
37	35	1
37	45	2
38	5	1
38	25	1
38	27	1
38	42	2
38	66	1
38	80	1
38	83	2
39	1	1
39	26	1
39	78	1
39	80	1
39	93	2
39	97	1
40	82	2
40	89	2
40	91	2
41	1	1
41	34	2
41	50	1
41	64	1
41	95	2
42	10	1
42	34	1
42	84	2
42	99	1
43	27	2
43	62	1
43	72	2
43	99	2
44	2	2
44	30	2
44	44	1
44	61	1
44	66	1
44	72	1
44	73	2
44	82	2
44	86	2
45	19	2
45	48	1
45	55	1
45	59	2
45	72	1
45	75	1
45	80	1
45	98	2
46	29	1
46	43	2
47	33	1
47	51	1
47	74	2
47	92	1
48	33	2
48	34	2
48	61	2
48	66	1
48	73	1
48	96	1
48	98	2
49	2	1
50	27	1
50	60	1
50	82	1
50	84	2
51	1	2
51	2	1
51	46	2
51	52	1
51	59	2
52	11	1
52	45	1
52	59	2
52	66	1
53	6	1
53	12	1
53	42	1
53	61	2
53	98	1
54	60	2
54	99	1
55	36	2
55	56	2
55	61	2
55	94	1
56	16	2
56	83	2
56	89	1
56	91	1
56	93	2
57	27	2
57	39	2
57	50	2
57	51	1
57	63	1
57	80	2
58	10	1
58	95	1
58	97	1
59	0	1
59	9	2
59	42	2
59	58	1
59	71	1
60	54	1
61	41	2
61	69	2
61	82	2
61	88	1
62	9	1
62	20	2
62	85	1
63	32	1
63	37	2
63	38	1
63	79	2
63	89	2
63	99	1
64	34	1
64	75	2
64	93	2
65	0	1
65	3	2
65	35	1
65	46	2
65	69	2
65	71	2
65	86	1
65	93	1
66	19	1
66	93	2
67	14	1
67	19	2
67	32	2
67	45	1
67	50	1
67	68	2
67	70	1
67	90	2
68	7	2
68	8	1
68	13	2
68	16	2
68	29	2
68	37	1
68	47	1
68	61	1
68	67	1
68	72	1
68	84	1
69	34	2
69	58	1
70	9	2
70	23	1
70	59	1
70	80	2
71	2	2
71	8	1
71	47	1
71	50	2
71	57	2
71	62	1
71	89	2
71	94	2
72	12	2
72	14	2
72	45	2
72	67	1
72	97	1
73	15	2
73	37	1
73	42	2
73	94	2
74	23	2
74	48	1
74	68	1
74	70	2
74	76	1
74	93	2
75	4	2
75	44	2
75	46	1
75	76	1
76	29	1
76	32	2
76	68	1
76	88	2
77	10	1
77	13	1
77	20	1
77	47	1
77	50	2
77	60	2
77	64	1
77	92	1
78	0	2
78	35	1
78	36	2
78	37	1
78	41	2
78	59	2
79	14	2
79	21	2
79	44	1
79	57	1
79	85	2
79	89	1
80	3	1
80	27	1
80	39	1
80	44	1
81	37	2
81	60	2
81	77	1
81	84	1
81	93	2
82	15	2
82	17	1
82	33	1
82	34	1
82	48	1
82	63	1
82	66	2
82	82	1
82	92	2
83	5	2
83	16	1
83	35	2
83	48	2
83	65	1
83	68	2
83	74	2
83	89	2
83	93	1
83	94	1
84	27	2
84	31	1
84	48	1
84	60	2
84	66	1
84	80	2
84	87	1
84	99	2
85	1	1
85	10	2
85	86	1
85	99	1
86	10	2
86	26	1
86	50	2
86	59	2
86	64	2
86	69	1
86	75	2
87	56	2
87	77	2
87	90	1
88	16	2
88	25	2
89	17	2
89	27	2
89	64	1
89	83	2
89	84	1
90	0	2
90	44	1
90	58	1
90	83	1
91	35	1
91	41	2
91	87	2
91	96	1
92	11	1
92	14	1
92	39	2
92	40	2
92	54	2
92	72	2
92	78	2
92	97	2
93	15	2
93	16	2
93	41	2
93	53	1
93	56	1
93	61	1
93	74	2
94	1	1
94	3	1
94	43	1
94	62	1
95	23	2
95	29	2
95	39	1
95	68	1
95	93	2
96	9	1
96	11	2
96	26	1
96	39	1
96	45	1
96	53	2
96	56	2
96	76	1
96	77	1
96	87	2
96	90	2
97	19	1
97	22	1
97	34	1
97	56	2
98	6	1
98	27	1
98	43	2
98	50	1
98	78	2
99	5	1
99	22	2
99	72	2
